Kennung;Name;Streckentyp (1=freie Strecke 2=Bruecke);Streckenbelag (1=Asphalt 2=Beton);Breite;Laenge;Hoehe;Flughafen;Inaktiv
P795;Oberreute-Hinterschweinhoef;1;1;47,531240;9,919240;978;L;
P796;Beuren-Grod;1;1;47,664080;9,879980;588;L;
P798;Kesselberg;1;1;47,626620;11,353610;812;L;
P799;Sylvenstein;1;1;47,568846;11,529234;772;L;
P800;Spatzenhausen;1;1;47,706728;11,200755;670;L;
P802;Memmingen-Ost Bruecke;2;1;47,998889;10,185556;591;A;
P805;Allgaeuer Tor;1;1;47,859017;10,277565;746;A;
P806;Aitrach;1;1;47,943221;10,100904;592;A;
P807;Aschbacher Berg;1;1;47,919121;11,817164;650;L;
P808;Memmingen Sued;2;1;47,990180;10,150694;600;A;
P809;Kleinweilerhofen;1;1;47,652559;10,084977;752;L;
P810;Kohlberg Tunnel;1;1;48,037404;10,376788;643;A;
P812;Ottobeuren - Guggenberg;1;1;47,937255;10,327240;740;L;
P813;Sachsenried;1;1;47,835658;10,787169;862;L;
P814;Schaefstoss;1;1;48,388666;10,723220;476;L;
P815;Ebersbach;1;1;47,850915;10,463488;870;L;
P819;AD Feldmoching Rampe;2;1;48,225300;11,534722;505;A;
P820;Innbruecke Wasserburg;2;1;48,068295;12,218286;453;L;
P822;Windach;1;1;48,073332;11,036265;576;A;
P823;Buchloe Bruecke;2;1;48,026509;10,727503;624;A;
P826;AK Muenchen West;2;1;48,180334;11,431363;515;A;
P827;Germering Nord;1;1;48,144604;11,394507;530;A;
P828;Weissenfeld;1;1;48,134300;11,758735;530;A;
P834;Flugwerft-Museum;1;2;48,247294;11,532694;483;A;
P835;Heimstetten;1;1;48,161277;11,745714;515;A;
P837;Massenhausen;1;2;48,326697;11,644435;458;A;
P838;KR Neufahrn A92;1;1;48,317553;11,623685;460;A;
P840;Echinger-See;1;1;48,286111;11,638056;475;A;
P841;Starnberg Bruecke;2;1;48,005072;11,395971;642;A;
P842;Achering;1;1;48,337296;11,708218;460;A;
P843;Lohhof;1;1;48,305772;11,599336;464;A;
P844;Oberschleissheim;1;2;48,281494;11,552660;471;A;
P845;KR Neufahrn A9;1;1;48,311677;11,623211;465;A;
P847;Wolfratshausen;1;1;47,854491;11,386747;708;A;
P848;Garching;1;1;48,251852;11,644352;483;A;
P849;Neuherberg;1;1;48,228169;11,584535;489;A;
P851;Brunnthal 3;1;1;48,010454;11,668036;595;A;
P852;Hofoldinger Forst;1;1;47,979862;11,683587;611;A;
P854;Holzkirchen;1;1;47,908962;11,716986;650;A;
P855;Mangfall;2;1;47,868617;11,786595;631;A;
P857;Hofoldinger Forst Sued;1;1;47,937288;11,703735;645;A;
P858;Froettmaning;1;1;48,211308;11,624372;495;A;
P859;Unterlaindern;1;1;47,883206;11,750599;664;A;
P863;Weyarn;1;1;47,865523;11,818880;656;A;
P864;Brunnthal 2;2;1;48,026071;11,651685;580;A;
P865;Inntal Dreieck;1;1;47,808300;12,095800;469;A;
P866;Seehammer See;1;1;47,859766;11,849501;655;A;
P867;Irschenberg Bruecke;2;1;47,830166;11,904880;709;A;
P868;Brunnthal 1;2;1;48,021931;11,659882;581;A;
P869;Dettendorf;2;1;47,821590;11,973970;499;A;
P871;Laitzach;1;1;47,834772;11,879402;608;A;
P872;Schlachtham;1;1;47,825076;11,940205;588;A;
P876;Rosenheim Bruecke;2;1;47,807200;12,124700;453;A;
P878;Streitheim;1;1;48,419763;10,682032;536;A;
P879;Priental Bruecke;2;1;47,803629;12,299227;590;A;
P880;Taluebergang Miesbach;2;1;47,780502;11,828708;713;L;
P883;Altenmarkt;1;1;48,006077;12,515372;527;L;
P884;Neukirchen;1;1;47,830900;12,751767;686;L;
P885;Grabenstaett;1;1;47,830278;12,522222;519;L;
P886;Reichhausen Bruecke;2;1;47,828479;12,612212;658;L;
P888;Bernauer Berg;1;1;47,810817;12,347829;616;L;
P889;Schweinbach;1;1;47,828643;12,627667;647;L;
P890;Siegsdorf Bruecke;2;1;47,827076;12,647013;607;L;
P891;Vogelwald;1;1;47,828155;12,694281;651;L;
P895;Neukirchen;1;1;47,827823;12,750328;703;L;
P896;Leipheim;2;1;48,445527;10,207412;463;L;
P897;Atzelbach Bruecke;2;1;47,826530;12,760910;698;L;
P898;Teisenberg;1;1;47,828611;12,794444;656;L;
P899;Anger;1;1;47,792959;12,864499;501;L;
P901;Obertraubing;1;1;47,920888;11,237994;725;L;
P902;Jengen;2;1;48,004053;10,720832;633;L;
P906;Glonn;1;1;47,994906;11,855160;573;L;
P909;Sachrang-Muellner;1;1;47,684120;12,259100;732;L;
P910;Hellengerst;1;1;47,666775;10,202731;943;A;
P911;Rohrbachtobel Bruecke;2;1;47,668212;10,255308;798;A;
P912;Sulzberg Bruecke;2;1;47,682023;10,320250;694;A;
P913;Kohlhofen;1;1;47,702605;10,896037;855;L;
P920;Durach Bruecke;2;1;47,692001;10,366204;769;A;
P921;Rottachtal Bruecke;2;1;47,657560;10,426803;868;A;
P922;Griesen;1;1;47,478154;10,944070;826;L;
P925;Stuetzelsaege;2;1;47,587050;10,381650;977;K;
P926;Stein-Iller;1;1;47,575726;10,250075;714;L;
P928;Reit im Winkl;1;1;47,690610;12,499700;794;L;
P930;Bannwaldsee;1;1;47,591810;10,773224;793;L;
P932;Hopferau;1;1;47,609921;10,656363;798;A;
P933;Fuessen;1;1;47,571718;10,660190;788;A;
P939;Neuhof;1;1;47,893953;10,886437;702;L;
P940;Jachenau;1;1;47,569702;11,301654;807;L;
P941;Grossweil Bruecke;2;1;47,661115;11,241986;650;A;
P951;Dietramzell;1;1;47,887728;11,587805;721;L;
P954;Wachterl;1;1;47,636037;12,857373;891;L;
P955;Laufenegg;1;1;47,632176;10,481204;866;L;
P959;Laufenegg;2;1;47,547386;9,989128;874;L;
P961;Walserschanze;1;1;47,398006;10,238196;994;L;
P964;Muenchen-Ost;1;1;48,143847;11,773978;525;A;
P967;Klamm Schwarzenbach;1;1;47,622160;11,713130;832;L;
P968;Oberammergau;1;1;47,591023;11,055988;866;L;
P969;Rossmoos;1;1;47,579830;10,606616;871;L;
P970;Leubas;1;1;47,770794;10,325547;692;A;
P977;Oberaudorf;1;2;47,658429;12,183790;469;A;
P978;Kiefersfelden Bruecke;2;1;47,606091;12,195119;473;A;
P980;Westried;1;1;47,667275;11,131857;684;L;
P984;Grassach;1;1;48,059850;12,739750;472;L;
P985;Schmelzbruecke;2;1;47,746700;12,729582;752;L;
P992;Enzenstetten Bruecke;2;1;47,629501;10,602560;814;A;
P993;Piding;1;1;47,771124;12,892662;461;A;
P998;Auerberg ;1;1;47,734213;10,742421;983;L;
P999;Osterwald;1;1;47,770732;11,041434;699;L;
Q006;Seckenheim A ;2;1;49,450560;8,543060;98;;
Q018;Heidelberg;2;1;49,424720;8,601670;104;;
Q019;Ziegelhausen;1;1;49,452676;8,751200;368;;
Q020;Schlierbach B37;1;1;49,399800;8,776100;117;;
Q021;Grenzhoefer Weg;2;1;49,418349;8,625542;108;;
Q050;Adelsheim;2;1;49,418107;9,390720;257;L;
Q064;Kuelsheim;1;1;49,662706;9,553192;376;;
Q065;Muckbach A;2;1;49,564440;9,629740;311;;
Q068;Holzspitze;1;2;49,456940;9,541670;397;;
Q069;Waldhausen;2;1;49,463170;9,251610;389;L;
Q070;Keltensiedlung;1;2;49,716670;9,800000;378;;
Q071;Scheinberg;1;2;49,711110;9,808330;377;;
Q072;Roetenstein B;2;1;49,618398;9,725773;284;;
Q075;Boxberg;1;1;49,460928;9,612836;371;;
Q079;Bad Mergentheim;1;1;49,478594;9,783714;274;;
Q081;Herbsthausen;1;1;49,390471;9,835846;415;;
Q082;Brücke Boxberg;1;1;49,368000;8,691300;116;L;
Q091;Buchbachtalbruecke;2;2;49,056360;10,178225;479;;
Q092;Landturm Lichtel;1;1;49,412231;10,029361;458;;
Q094;Großrinderfeld;1;1;49,686200;9,714900;317;;
Q100;Hockenheim A;2;1;49,343060;8,473330;92;;
Q110;Koenigstuhl;1;1;49,403534;8,728273;563;;
Q111;Kirchardt;1;1;49,204900;9,006400;250;L;
Q120;Hüffenhardt;2;1;49,293060;9,092330;301;L;
Q121;Schwaigern;1;1;49,145500;9,071000;213;L;
Q123;Eppingen;1;1;49,142000;8,928300;199;L;
Q150;Neckarsulm;1;1;49,1901;9,236000;159;L;
Q151;Widdern A;2;1;49,315000;9,410000;184;;
Q160;Willsbach;1;1;49,108200;9,376200;241;L;
Q170;Tauberbischofsheim;1;1;49,619067;9,669413;179;K;
Q182;Beckstein;1;1;49,536559;9,718405;201;L;
Q183;Rengershausen;1;1;49,416824;9,737830;366;B;
Q208;Karlsruhe;2;1;48,999020;8,444110;126;;
Q235;Stadt Walldorf ;1;1;49,305425;8,630616;110;P;
Q240;Sulmtal B;1;1;49,166670;9,266670;168;;
Q241;Sulmtal A;1;1;49,166670;9,233330;186;;
Q244;Lauffen;1;1;49,070900;9,182100;243;K;
Q250;Brettachtalbrücke;2;1;49,216404;9,347493;172;A;
Q251;Hölzern;1;1;49,187026;9,345789;234;A;
Q252;Bettingen;1;1;49,771206;9,573264;153;L;
Q253;Boxtal;1;1;49,771708;9,401331;136;K;
Q271;Braunsbach A;2;1;49,178610;9,795280;425;;
Q280;Waldenburg;1;1;49,189200;9,645200;473;L;
Q290;Wolfskopf;1;1;49,183610;10,043060;410;;
Q291;Gronachbruecke;2;1;49,185000;10,051940;439;;
Q321;Kaempfelbach;2;1;48,908420;8,684050;322;;
Q325;Dennach;1;1;48,817717;8,547700;629;;
Q331;Maulbronn West;1;1;48,990410;8,782130;271;;
Q336;B294 Birkenfeld;1;1;48,854990;8,617860;305;;
Q338;Schellbronn;1;1;48,815225;8,749232;528;;
Q342;Degerloch;1;1;48,735580;9,164590;442;;
Q343;Wuermstrasse;1;1;48,832133;8,782033;339;;
Q344;Moensheim;1;1;48,836811;8,870708;447;;
Q345;Tammerfeld;1;1;48,919931;9,152898;249;;
Q346;Hoheneck;1;1;48,906810;9,200553;253;;
Q347;Poppenweiler;1;1;48,914362;9,260404;265;;
Q348;Ludwigsburg 1;1;2;48,917510;9,158360;246;;
Q350;Ossweil;1;1;48,888581;9,228731;295;;
Q354;Zuffenhausen 01;2;1;48,840478;9,170220;298;;
Q355;Zuffenhausen 02;2;1;48,838754;9,169703;291;;
Q356;Zuffenhausen 03;2;1;48,838760;9,170178;290;;
Q357;Zuffenhausen 04;2;1;48,837910;9,169387;286;;
Q359;Ludwigsburg West;1;1;48,890267;9,163067;319;;
Q360;Leutenbachtunnel;1;1;48,883361;9,387938;277;L;
Q380;Oberkirneck;1;1;48,786200;9,687700;448;L;
Q381;Häge;1;1;48,760100;9,790700;543;L;
Q392;Westhausen A;2;1;48,899170;10,178890;454;;
Q393;Westhausen B;2;1;48,900000;10,183330;458;;
Q394;Agnesburg A;1;2;48,833330;10,200000;616;;
Q396;Agnesburg B;1;2;48,833330;10,200000;616;;
Q405;Unditz;1;1;48,402547;7,855369;152;;
Q406;Teningen;1;1;48,110130;7,789840;193;;
Q431;Renningen ;1;1;48,759100;8,931200;424;L;
Q439;Schaichhof;1;1;48,617100;9,023800;509;L;
Q441;AK Stuttgart A;2;1;48,715280;9,086940;517;;
Q442;Bernhausen;1;1;48,669800;9,192260;389;;
Q443;Stuttgart rwy1;1;1;48,686800;9,205720;382;F;
Q444;Stuttgart rwy4;1;1;48,666670;9,183330;401;F;
Q445;Leinfelden-Echterdingen;1;1;48,694330;9,174790;415;;
Q446;Stuttgart-Fasanenhof;2;1;48,715920;9,163030;405;;
Q447;Stuttgart Rollw.B;1;2;48,693500;9,236450;361;F;
Q448;Stuttgart Rollw.N11;1;2;48,694700;9,233670;365;F;
Q449;Stuttgart Rollw.Y14;1;2;48,683100;9,199690;387;F;
Q451;Neue Messe;2;2;48,690500;9,192200;397;;
Q452;Schlaitdorf;1;1;48,612690;9,212340;384;;
Q453;Neuenhaus;2;1;48,616790;9,221190;367;;
Q454;Aich;2;1;48,621940;9,225790;359;;
Q455;Harthausen;1;1;48,644370;9,231690;428;;
Q459;Bonlanden;1;1;48,664560;9,216540;383;;
Q462;Franzosenschluchtviadukt;2;2;48,609087;9,610233;655;A;
Q463;Fuchsloch;1;1;48,220400;8,766100;628;;
Q470;Scharenstetten;1;1;48,505510;9,839720;675;;
Q471;Aichen;1;1;48,516850;9,818980;711;;
Q472;Merklingen;1;1;48,520840;9,743110;710;;
Q473;Widderstall;1;1;48,531050;9,687430;752;;
Q477;Wasserscheide;1;1;48,532880;9,666180;769;;
Q479;Hohenstadt;1;1;48,539270;9,649370;771;;
Q480;Heuchlingen;1;1;49,251100;9,215700;178;K;
Q486;Furtlepass;1;1;48,748900;9,872500;626;L;
Q490;Taubentalbruecke;2;2;48,659250;10,223440;575;;
Q492;Fischerhoefe;1;1;48,462610;10,142710;454;;
Q493;Heidenheim Katzental;1;1;48,668716;10,143742;533;;
Q495;Oberkochen;1;1;48,783800;10,118400;495;L;
Q497;Muckensee;1;1;48,793000;9,701400;299;L;
Q498;Lauterburger Steige;1;1;48,786400;9,983600;685;L;
Q500;Memprechtshofen;2;1;48,682900;7,976800;130;L;
Q501;Kehl, Europabrücke;2;1;48,574000;7,803400;135;L;
Q502;Löcherberg;1;1;48,420100;8,158200;650;L;
Q504;Mummelsee;1;1;48,595900;8,201300;1025;L;
Q505;Duerrbaden;1;1;48,572600;8,225600;850;L;
Q520;Agenbacher Sägemühle;1;1;48,691100;8,566100;572;L;
Q524;Campingplatz Rehmühle;1;1;48,661100;8,544200;617;L;
Q526;Windpark Simmersfeld;1;1;48,626000;8,465400;849;L;
Q547;Horb A;2;1;48,450000;8,766670;375;;
Q550;Haigerloch-Stetten;1;1;48,353975;8,802259;438;;
Q572;Zaininger Stich;1;1;48,483040;9,539167;835;;
Q580;Drachenloch;2;1;48,333500;9,395300;781;;
Q581;Drackenstein;1;1;48,331200;9,392000;754;;
Q590;Oberelchingen;1;1;48,453610;10,060560;558;;
Q591;Jungingen;1;1;48,437720;10,001110;569;;
Q621;Kniebis;1;1;48,478700;8,273800;967;L;
Q654;Wessinger Senke;1;1;48,330954;8,940992;562;;
Q662;Trochtelfingen Bruecke;1;1;48,330678;9,246010;708;;
Q717;Geisberg;1;1;48,235000;8,001500;663;L;
Q720;Fohrenbühl;1;1;48,235800;8,290200;769;L;
Q721;Heidburg ;1;1;48,218500;8,086300;525;L;
Q734;AD Bad Duerrheim;2;1;47,995000;8,605000;721;;
Q735;Weigenbachtal;1;1;48,074440;8,604170;736;;
Q736;Hegaublick;1;1;47,883330;8,716670;803;;
Q737;Trossingen;1;1;48,055560;8,623610;744;;
Q742;Tieringen;1;1;48,201800;8,888100;900;;
Q752;Strassberg;1;1;48,184400;9,100200;771;;
Q770;Ahlen;1;1;48,121940;9,658046;631;;
Q780;Jordanei Bruecke;1;1;48,073973;9,815460;543;;
Q802;Grissheim;1;1;47,878010;7,571610;209;;
Q803;Dorfbachtalbruecke;2;1;47,587490;7,747560;384;;
Q830;Heilsberg 1;1;1;47,747120;8,757210;497;;
Q831;Heilsberg 2;1;1;47,747400;8,756880;491;;
Q842;Immensitz;2;1;47,892860;8,711690;742;;
Q849;Aachtalbruecke;2;1;47,831030;8,960630;434;;
Q850;AS Radolfzell;2;1;47,763400;8,984000;436;;
Q858;Nesselwangen;1;1;47,815557;9,107299;583;;
Q861;Veringenstadt;1;1;48,184938;9,218571;634;;
Q872;Hirschegg;1;1;47,949376;9,525221;623;;
Q874;Mieterkingen Bruecke;2;1;48,040196;9,463022;592;;
Q875;Meersburger Str.;1;1;47,782189;9,597806;434;;
Q876;Oberzell;1;1;47,760244;9,580692;429;;
Q877;Gornhofen;1;1;47,724522;9,629831;591;;
Q892;Altmannshofen;1;1;47,878090;10,035690;643;;
Q893;Riedlings;1;1;47,855673;9,923471;652;;
Q898;Emerlanden;1;1;47,754900;10,114600;756;;
Q900;Loerrach;1;1;47,602911;7,689153;444;;
Q904;Dreieck Weil;1;2;47,621390;7,582500;244;;
Q905;Homburg;1;1;47,634170;7,682500;301;;
Q907;Wiesetalbruecke;2;1;47,632350;7,671880;307;;
Q908;Rebgarten;1;2;47,612220;7,593890;246;;
Q910;VLS Weil am Rhein W1;1;1;47,675020;7,523430;234;;
Q912;VLS Weil am Rhein W2;1;1;47,654190;7,534540;238;;
Q914;VLS Weil am Rhein W3;1;1;47,631150;7,570880;243;;
Q915;VLS Weil am Rhein W4;1;1;47,614950;7,587180;246;;
Q920;VLS Rheinfelden W1;1;1;47,570790;7,760600;307;;
Q921;Groß Ehrstädt;2;1;47,560981;8,027709;350;L;
Q923;Kaltdurchlass;2;1;47,587041;7,776963;370;A;
Q924;Rappenstein;2;1;47,569903;8,057832;370;L;
Q929;Kandern Süd;1;1;47,631945;7,647779;358;A;
Q930;Gauchachtalbrücke Döggingen;2;1;47,893000;8,419100;688;L;
Q952;Bürgerwald 1;2;1;47,623532;8,268294;328;A;
Q953;Bürgerwald 2;2;1;47,632646;8,288503;338;A;
Q960;Koenigseggwald ;1;1;47,930800;9,414400;647;L;
Q970;Rotheidlen;1;1;47,731022;9,701417;681;;
Q971;Buechel;1;1;47,782222;9,777500;686;;
Q973;OU Kressbronn;1;1;47,606038;9,600424;421;;
Q977;Schmalegg;1;1;47,802992;9,541355;565;;
Q981;Staudach;1;1;47,672900;9,952819;673;;
Q983;Herfatz Tunnel Sued;1;1;47,700000;9,814200;569;;
Q984;HerfatzTunnel Nord;1;1;47,700000;9,800000;557;;
Q985;Herfatz Sued;1;1;47,709700;9,816670;585;;
Q986;Herfatz Nord;1;1;47,711900;9,824200;602;;
Q987;Argenbruecke Mitte;2;1;47,645937;9,750392;528;;
Q988;Argenbruecke Nord;2;1;47,648514;9,754482;544;;
Q989;Argenbruecke Sued;2;1;47,642477;9,746756;515;;
V040;Fuerstenried;1;1;48,077268;11,487394;567;A;
V041;Greifenberg;1;1;48,075249;11,100582;550;A;
V042;Martinsberg;1;1;48,083716;11,161561;568;A;
V043;Regensburg-West;1;1;49,027165;12,071871;339;A;
V044;Ohu;2;1;48,601409;12,230784;381;A;
V045;Woerthsee;1;1;48,086611;11,214589;579;A;
V046;Regensburg-Nord;1;1;49,042848;12,095435;331;A;
V047;AD Rosenheim B15n;2;1;47,814033;12,065413;475;A;
V048;Farchant-Tunnel;1;1;47,535061;11,118974;671;A;
V049;AK Regensburg;1;1;48,992119;12,061635;427;A;
V050;Ammersee;1;1;48,078722;11,127794;539;A;
V064;Baumuehle;1;1;49,191290;11,880430;383;L;
V065;Hintergindering;1;1;48,449670;12,556960;466;L;
V066;Schoenebach;1;1;48,304540;10,571320;482;L;
V067;Saldenburg;1;1;48,776790;13,367290;557;L;
V068;Leupoldstein;1;1;49,697350;11,393550;551;L;
V069;Schwedenschanze (BY);1;1;50,422280;9,936210;729;L;
V070;Fultenbach;1;1;48,492940;10,571030;494;L;
V071;Doebra;1;1;50,283780;11,646280;714;L;
V072;Rangen;1;1;50,060760;11,787330;618;L;
V073;Waldeck-Laaber;1;1;49,331520;11,565120;561;L;
V074;Roetz;1;1;49,317860;12,500230;646;L;
V075;Neuloipfering;1;1;48,701690;13,260740;424;L;
V076;Hohenschaefftlarn;1;1;47,999580;11,465940;661;L;
V077;Rehau;1;1;48,880180;10,861270;565;L;
V078;Ruetschenhausen;1;1;50,059520;10,068790;327;L;
V079;Eckersdorf;1;1;49,929700;11,476310;443;L;
V080;Schindellohe;1;1;49,942830;12,015770;595;L;
V081;Wolfersdorf;1;1;49,131650;12,741540;493;L;
V082;Toepen;1;1;50,383240;11,885410;564;L;
V083;Jettingsdorf;1;1;49,113330;11,403410;541;L;
V084;Isarhang-Pullach;1;1;48,041370;11,512860;606;L;
V085;Hergolding;1;1;48,121530;11,792060;537;K;
V086;Maximilianshof;1;1;49,478880;12,342050;567;L;
V087;Schiessen;1;1;48,293690;10,237110;512;K;
V088;Freundorf;1;1;48,848820;13,228930;734;L;
V089;Waldhaus;1;1;48,246130;10,402320;555;L;
V090;Obenhausen;2;1;48,233470;10,182650;548;L;
V091;Limbach;1;1;49,338870;11,044540;341;K;
V093;Schoenfeld;1;1;48,895080;11,043560;498;K;
V094;Rueckholz;1;1;47,645230;10,533900;949;K;
V095;Mickhausen;1;1;48,248662;10,633733;531;K;
V096;Wiesenhofen;1;1;49,044640;11,411010;513;K;
V100;Burg;1;1;47,862920;10,434260;846;K;
V101;Halblech;1;1;47,638090;10,817210;800;K;
V102;Haarbach;1;1;48,572980;11,709050;501;K;
V103;Haindlfing;1;1;48,432560;11,725240;503;K;
V132;Schwarzachbruecke;2;1;49,392729;12,152363;363;A;
V133;Nuernberg-Langwasser;1;1;49,393670;11,136600;347;K;
V134;Nuernberg-Laufamholz;1;1;49,467070;11,166420;327;K;
V135;Nuernberg-Hafen;1;1;49,386080;11,061980;321;K;
V138;Oberwappenoest;1;1;49,906670;11,938000;600;L;
V139;Schirnding;1;1;50,084420;12,240000;481;L;
V160;Gerolsbach;1;1;48,481611;11,378571;520;L;
V163;Germering;1;1;48,117250;11,380440;548;A;
V164;Eschenlohe;1;1;47,604920;11,176900;632;A;
V165;Ampfing;1;1;48,247126;12,408800;418;A;
V166;Goeggingen;1;1;48,333230;10,886500;498;A;
V500;Kuenzelsau;1;1;49,215733;9,677383;355;;
V501;KS-Rheinbr. Mannheim;2;1;49,491463;8,450479;103;;
V502;Eggenstein;1;1;49,066103;8,400876;107;;
V503;Wettersbach;1;1;48,951352;8,471806;228;;
V504;Freudenweiler;1;1;48,235975;9,141231;790;;
V505;Hoechsten;1;1;47,820460;9,400980;828;;
V506;Rastplatz Woelfele;1;1;47,719388;9,244433;452;;
V507;Sonderriet;1;1;49,723838;9,431395;311;;
V508;Weikerstetten;1;1;49,611411;9,555094;288;;
V509;Buch;1;1;49,539630;9,561788;374;;
V510;Waldp.platz Stuppach;1;1;49,427607;9,749895;369;;
V511;Reinsbronn  Muehle;1;1;49,501162;10,034961;268;;
V512;SM Moeglingen;1;1;48,890360;9,146870;312;;
V513;Hohenzollerstr.;1;1;48,892870;9,139210;306;;
V514;Markgroeningen;1;1;48,900982;9,020669;330;;
V515;Boennigheim ;1;1;49,026267;9,081178;251;;
V516;Hardwaldkreuzung ;1;1;48,984247;9,346098;316;;
V517;Gaisbeuren;1;1;47,882706;9,710556;607;;
V518;Moehnhof;1;1;48,753464;9,970050;655;;
V519;Urbachviadukt;2;1;47,908689;9,762361;615;;
V520;Obergreuth;1;1;47,916495;9,935076;736;;
V521;Nordrampe ;1;1;48,904635;9,987925;367;;
V522;Seelach ;1;1;48,922202;9,725820;559;;
V523;Ohmenheim ;1;1;48,780598;10,353588;580;;
V524;Roettinger Hoehe ;1;1;48,872035;10,278765;560;;
V525;Ebnater Steige ;1;1;48,806345;10,209381;588;;
V526;Willa;1;1;49,023808;10,012845;506;;
V527;Strut;1;1;48,937680;10,270741;539;;
V528;Fh. Mannheim;1;2;49,472665;8,514002;90;;
V529;Reichental;1;1;48,727090;8,392790;432;;
V530;Leimen 1;2;1;49,356892;8,697070;167;;
V531;Leimen 2;2;1;49,357071;8,695955;160;;
V532;Brombach;2;1;47,636584;7,701253;315;;
V533;Oelsteige;1;1;49,048406;10,082394;422;;
V534;Rottalsenke;1;1;49,075175;9,553283;496;;
V535;Hasenklinge;1;1;48,929761;9,876422;348;;
V536;Spitzelbach;1;1;48,972867;9,767617;387;;
V537;Rot am See;1;1;49,242942;10,030631;425;;
V538;Guetbach;1;1;49,362797;9,902611;460;;
V539;Winterberg ;1;1;47,801086;9,982719;700;;
V540;AK Ulm Elchingen ;2;1;48,465392;10,113100;475;;
V541;Hungerbrunnentalbr.;2;1;48,557692;10,126231;493;;
V542;Kandern;1;1;47,631417;7,649674;358;;
V543;Rheinfelden Sued;1;1;47,551542;7,757342;273;;
V544;T&R Breisgau;1;1;47,971028;7,720557;228;;
V545;Rust;1;1;48,253475;7,762359;167;;
V546;Oberndorf;1;1;48,306955;8,636512;568;;
V547;Dietschebruecke;1;1;47,838850;9,006815;500;;
V548;Empfingen;1;1;48,404391;8,727112;528;;
V549;Aspacher Hoehe ;1;1;49,352002;9,042551;296;;
V550;Waldbrunn;1;1;49,459937;9,075255;529;;
V551;Boettingen ;1;1;49,280133;9,157245;147;;
V552;Stetten Lochwald ;1;1;49,117570;9,017562;270;;
V553;Bittelbronn ;1;1;49,338639;9,324013;333;;
V554;Loewensteiner Platte ;1;1;49,093118;9,397456;468;;
V602;Pfoerring;1;1;48,793650;11,692020;356;L;
V603;Biesenhard;1;1;48,822710;11,135630;531;L;
V604;Dinau;1;1;49,154300;11,909060;493;L;
V605;Freudenricht ;1;1;49,219070;11,713180;536;L;
V606;Kiefersfelden;1;1;47,620910;12,185850;498;L;
V607;Egglkofen;1;1;48,402830;12,445150;481;L;
V608;Hufschlag;1;1;47,881680;12,671150;624;L;
V609;Schnaitsee;1;1;48,069080;12,389070;557;L;
V610;Fuchsberg;1;1;48,316090;12,738910;496;L;
V611;Hammerauer Berg;1;1;47,786580;12,937080;476;L;
V612;Gramschatz;1;1;49,922370;9,969250;335;L;
V613;Hettstadter Steige;1;1;49,798080;9,851720;322;L;
V614;Aschenroth;1;1;50,089150;9,774020;333;L;
V615;Muhr am See;1;1;49,147340;10,733750;414;L;
V616;Wolfertsbronn;1;1;49,052850;10,265700;502;L;
V617;Guggenberg;1;1;49,650920;9,401910;403;L;
V618;Talbruecke Seckmauern;1;1;49,798056;9,142778;133;L;
V619;Grosshelfendorf;1;1;47,939130;11,755680;629;L;
V620;Erlau;1;1;48,431260;11,771580;481;L;
V621;Langenpreising-St2082;1;1;48,434750;11,979630;422;L;
V622;Kirchasch;1;1;48,289850;11,995490;503;L;
V623;Poettmes;1;1;48,567810;11,070840;435;L;
V624;Aichach;1;1;48,459300;11,148820;456;L;
V625;Ried-Zillenberg;1;1;48,292650;11,071960;521;L;
V626;Adelsried;1;1;48,418860;10,718750;490;L;
V627;Tapfheim-Reichenbachbruecke;1;1;48,667360;10,674250;413;L;
V628;Egermuehle-Egerbruecke;1;1;48,807710;10,633010;408;L;
V629;Sankt Salvator-St2116;1;1;48,500800;13,203520;447;L;
V630;Hainstetten-Schaufling;1;1;48,835910;13,050050;536;L;
V631;Fatschenbrunner Hoehe;1;1;49,926540;10,576320;471;L;
V632;Hofstetten-Hassberge;1;1;50,068660;10,639180;402;L;
V633;Waldkirch;1;1;49,723420;12,387550;690;L;
V634;Schnabelwaid;1;1;49,811200;11,587440;445;L;
V635;Speichersdorf;1;1;49,878940;11,777410;467;L;
V636;Wulmersreuth;1;1;50,188940;11,815260;539;L;
V637;Widenau;1;1;50,203930;12,160960;647;L;
V638;Weissenstadt;1;1;50,095490;11,872360;618;L;
V639;Irsee;1;1;47,903810;10,565360;784;L;
V640;Bidingen;1;1;47,848010;10,706440;790;L;
V641;Pilmersreuth a. d. Strasse;1;1;49,829232;12,308824;543;L;
V642;Freundlbrunnen;1;1;49,964346;12,380973;626;L;
V643;Rehling;1;1;48,488889;10,940778;490;L;
V644;Schmiechen;1;1;48,212806;10,973972;544;L;
V645;Ollarzried;1;1;47,885093;10,375115;833;L;
V646;Oberegg;1;1;47,945500;10,459028;740;L;
V647;Kellerberg;1;1;48,107611;10,566611;642;L;
V648;Amberg;1;1;48,061389;10,654556;600;L;
V649;Grenzhof;1;1;48,072533;10,173194;567;L;
V650;Herbisried;1;1;47,846483;10,222356;769;L;
V651;Maerxle;1;1;48,108292;10,355833;594;L;
V652;Bad Groenenbach;1;1;47,873056;10,213056;703;L;
V653;Niederlauer;1;1;50,298306;10,184944;226;K;
V654;Schmalwasser;1;1;50,342833;10,043500;406;K;
V655;Kreuzberg;1;1;50,374500;9,975778;844;K;
